Jurisdiction,Value,Race/ ethnicity,Year,Measure
Wicomico,75.3,Black (Hispanic & Non-Hispanic),2011,Life Expectancy
Worcester,75,Black (Hispanic & Non-Hispanic),2011,Life Expectancy
State,80.1,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Allegany,77.3,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Anne Arundel,79.9,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Baltimore City,76.4,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Baltimore County,79.3,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Calvert,79.3,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Caroline,76.8,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Carroll,79.7,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Cecil,76.4,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Charles,78.6,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Dorchester,79.1,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Frederick,81,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Garrett,78.1,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Harford,79.6,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Howard,81.3,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Kent,80.4,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Montgomery,84,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Prince George's,79.6,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Queen Anne's,80,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Saint Mary's,79.1,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Somerset,76.5,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Talbot,81.2,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Washington,78.4,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Wicomico,78.1,White (Hispanic & Non-Hispanic),2011,Life Expectancy
Worcester,79.9,White (Hispanic & Non-Hispanic),2011,Life Expectancy
State,78.7,All races/ ethnicities (aggregated),2010,Life Expectancy
Allegany,77.4,All races/ ethnicities (aggregated),2010,Life Expectancy
Anne Arundel,79,All races/ ethnicities (aggregated),2010,Life Expectancy
Baltimore City,73.3,All races/ ethnicities (aggregated),2010,Life Expectancy
Baltimore County,78.1,All races/ ethnicities (aggregated),2010,Life Expectancy
Calvert,79.1,All races/ ethnicities (aggregated),2010,Life Expectancy
Caroline,76.3,All races/ ethnicities (aggregated),2010,Life Expectancy
Carroll,79.5,All races/ ethnicities (aggregated),2010,Life Expectancy
Cecil,76.9,All races/ ethnicities (aggregated),2010,Life Expectancy
Charles,78.1,All races/ ethnicities (aggregated),2010,Life Expectancy
Dorchester,77.2,All races/ ethnicities (aggregated),2010,Life Expectancy
Frederick,80.2,All races/ ethnicities (aggregated),2010,Life Expectancy
Garrett,77.5,All races/ ethnicities (aggregated),2010,Life Expectancy
Harford,78.9,All races/ ethnicities (aggregated),2010,Life Expectancy
Howard,81.9,All races/ ethnicities (aggregated),2010,Life Expectancy
Kent,78.4,All races/ ethnicities (aggregated),2010,Life Expectancy
Montgomery,83.6,All races/ ethnicities (aggregated),2010,Life Expectancy
Prince George's,77.8,All races/ ethnicities (aggregated),2010,Life Expectancy
Queen Anne's,79.7,All races/ ethnicities (aggregated),2010,Life Expectancy
Saint Mary's,78.4,All races/ ethnicities (aggregated),2010,Life Expectancy
Somerset,76.3,All races/ ethnicities (aggregated),2010,Life Expectancy
Talbot,79.7,All races/ ethnicities (aggregated),2010,Life Expectancy
Washington,78.2,All races/ ethnicities (aggregated),2010,Life Expectancy
Wicomico,76.8,All races/ ethnicities (aggregated),2010,Life Expectancy
Worcester,78.4,All races/ ethnicities (aggregated),2010,Life Expectancy
State,75.5,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Allegany,80,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Anne Arundel,76.7,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Baltimore City,71.5,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Baltimore County,75.4,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Calvert,78.5,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Caroline,76.4,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Carroll,78.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Cecil,76.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Charles,76.6,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Dorchester,72.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Frederick,81,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Garrett,78.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Harford,77.1,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Howard,81.1,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Kent,75.6,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Montgomery,80.5,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Prince George's,75.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Queen Anne's,78.3,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Saint Mary's,78.1,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Somerset,74.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Talbot,77,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Washington,80.5,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Wicomico,74.9,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
Worcester,75.3,Black (Hispanic & Non-Hispanic),2010,Life Expectancy
State,79.7,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Allegany,77.2,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Anne Arundel,79.2,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Baltimore City,76.5,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Baltimore County,78.6,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Calvert,79,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Caroline,76.4,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Carroll,79.4,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Cecil,76.9,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Charles,78.4,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Dorchester,79,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Frederick,80.1,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Garrett,77.4,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Harford,79,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Howard,81.7,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Kent,78.9,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Montgomery,83.9,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Prince George's,80.2,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Queen Anne's,79.9,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Saint Mary's,78.3,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Somerset,76.7,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Talbot,80.4,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Washington,78.1,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Wicomico,77.4,White (Hispanic & Non-Hispanic),2010,Life Expectancy
Worcester,79,White (Hispanic & Non-Hispanic),2010,Life Expectancy
