Jurisdiction,Value,Race/ ethnicity,Year,Measure
Washington,,Hispanic,2010,Infant Mortality Rate
Wicomico,,Hispanic,2010,Infant Mortality Rate
Worcester,,Hispanic,2010,Infant Mortality Rate
State,4.2,White Non-Hispanic,2010,Infant Mortality Rate
Allegany,7.2,White Non-Hispanic,2010,Infant Mortality Rate
Anne Arundel,2.8,White Non-Hispanic,2010,Infant Mortality Rate
Baltimore City,4,White Non-Hispanic,2010,Infant Mortality Rate
Baltimore County,4.8,White Non-Hispanic,2010,Infant Mortality Rate
Calvert,,White Non-Hispanic,2010,Infant Mortality Rate
Caroline,,White Non-Hispanic,2010,Infant Mortality Rate
Carroll,4.8,White Non-Hispanic,2010,Infant Mortality Rate
Cecil,,White Non-Hispanic,2010,Infant Mortality Rate
Charles,,White Non-Hispanic,2010,Infant Mortality Rate
Dorchester,,White Non-Hispanic,2010,Infant Mortality Rate
Frederick,2.6,White Non-Hispanic,2010,Infant Mortality Rate
Garrett,,White Non-Hispanic,2010,Infant Mortality Rate
Harford,3.9,White Non-Hispanic,2010,Infant Mortality Rate
Howard,4.3,White Non-Hispanic,2010,Infant Mortality Rate
Kent,,White Non-Hispanic,2010,Infant Mortality Rate
Montgomery,3.1,White Non-Hispanic,2010,Infant Mortality Rate
Prince George's,10.2,White Non-Hispanic,2010,Infant Mortality Rate
Queen Anne's,,White Non-Hispanic,2010,Infant Mortality Rate
Saint Mary's,7.2,White Non-Hispanic,2010,Infant Mortality Rate
Somerset,,White Non-Hispanic,2010,Infant Mortality Rate
Talbot,,White Non-Hispanic,2010,Infant Mortality Rate
Washington,4.2,White Non-Hispanic,2010,Infant Mortality Rate
Wicomico,,White Non-Hispanic,2010,Infant Mortality Rate
Worcester,,White Non-Hispanic,2010,Infant Mortality Rate
