Jurisdiction,Value,Race/ ethnicity,Year,Measure
Wicomico,10.4,Black Non-Hispanic,2010,Babies with low birth weight
Worcester,10.7,Black Non-Hispanic,2010,Babies with low birth weight
State,7,Hispanic,2010,Babies with low birth weight
Allegany,,Hispanic,2010,Babies with low birth weight
Anne Arundel,7.3,Hispanic,2010,Babies with low birth weight
Baltimore City,6.5,Hispanic,2010,Babies with low birth weight
Baltimore County,7,Hispanic,2010,Babies with low birth weight
Calvert,,Hispanic,2010,Babies with low birth weight
Caroline,,Hispanic,2010,Babies with low birth weight
Carroll,,Hispanic,2010,Babies with low birth weight
Cecil,,Hispanic,2010,Babies with low birth weight
Charles,10.6,Hispanic,2010,Babies with low birth weight
Dorchester,13.5,Hispanic,2010,Babies with low birth weight
Frederick,6.2,Hispanic,2010,Babies with low birth weight
Garrett,,Hispanic,2010,Babies with low birth weight
Harford,,Hispanic,2010,Babies with low birth weight
Howard,7.8,Hispanic,2010,Babies with low birth weight
Kent,,Hispanic,2010,Babies with low birth weight
Montgomery,6.7,Hispanic,2010,Babies with low birth weight
Prince George's,7.6,Hispanic,2010,Babies with low birth weight
Queen Anne's,14,Hispanic,2010,Babies with low birth weight
Saint Mary's,,Hispanic,2010,Babies with low birth weight
Somerset,,Hispanic,2010,Babies with low birth weight
Talbot,,Hispanic,2010,Babies with low birth weight
Washington,6.5,Hispanic,2010,Babies with low birth weight
Wicomico,9.5,Hispanic,2010,Babies with low birth weight
Worcester,,Hispanic,2010,Babies with low birth weight
State,6.9,White Non-Hispanic,2010,Babies with low birth weight
Allegany,10.8,White Non-Hispanic,2010,Babies with low birth weight
Anne Arundel,6.9,White Non-Hispanic,2010,Babies with low birth weight
Baltimore City,7.3,White Non-Hispanic,2010,Babies with low birth weight
Baltimore County,6.9,White Non-Hispanic,2010,Babies with low birth weight
Calvert,5.8,White Non-Hispanic,2010,Babies with low birth weight
Caroline,7,White Non-Hispanic,2010,Babies with low birth weight
Carroll,5.7,White Non-Hispanic,2010,Babies with low birth weight
Cecil,7.6,White Non-Hispanic,2010,Babies with low birth weight
Charles,6.5,White Non-Hispanic,2010,Babies with low birth weight
Dorchester,8.3,White Non-Hispanic,2010,Babies with low birth weight
Frederick,8,White Non-Hispanic,2010,Babies with low birth weight
Garrett,8,White Non-Hispanic,2010,Babies with low birth weight
Harford,7.1,White Non-Hispanic,2010,Babies with low birth weight
Howard,5.9,White Non-Hispanic,2010,Babies with low birth weight
Kent,10.3,White Non-Hispanic,2010,Babies with low birth weight
Montgomery,6.9,White Non-Hispanic,2010,Babies with low birth weight
Prince George's,6.1,White Non-Hispanic,2010,Babies with low birth weight
Queen Anne's,8.4,White Non-Hispanic,2010,Babies with low birth weight
Saint Mary's,4.5,White Non-Hispanic,2010,Babies with low birth weight
Somerset,11.3,White Non-Hispanic,2010,Babies with low birth weight
Talbot,6,White Non-Hispanic,2010,Babies with low birth weight
Washington,8,White Non-Hispanic,2010,Babies with low birth weight
Wicomico,6.7,White Non-Hispanic,2010,Babies with low birth weight
Worcester,3.4,White Non-Hispanic,2010,Babies with low birth weight
